username,map_label,project_code,sampleMedia,combinedID,sampleID,internalSampleID,visitDate,dateAnalTPTN,TP,TN,dateAnalM3Ex,dateAnalM3ICP,m3_P,m3_Fe,m3_Al,SPSC,dateAnalWE,wEX_P,wEX_NH3,wEX_NOx,dateAnalpH,pH,dateAnalEC,EC,samp_type,locName,Location Sortable,specific_location,samp_type_1,notes,samp_notes,y,x,Total_Mean_TP,Total_Mean_TN,Total_Mean_m3_P,Total_Mean_m3_Fe,Total_Mean_m3_Al,Total_Mean_SPSC,Total_Mean_wEX_P,Total_Mean_wEX_NH3,Total_Mean_wEX_NOx,Total_Mean_pH,Total_Mean_EC,Visit_Mean_TP,Visit_Mean_TN,Visit_Mean_m3_P,Visit_Mean_m3_Fe,Visit_Mean_m3_Al,Visit_Mean_SPSC,Visit_Mean_wEX_P,Visit_Mean_wEX_NH3,Visit_Mean_wEX_NOx,Visit_Mean_pH,Visit_Mean_EC,Wetland_ID,Max Depth  (ft),Slope Range,Bottom Deviation of wetland,Pool Volume (cu ft),Season,Crop_Season,Defined_Season
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03316,S03316,S03316,2023-05-18,20230801.0,514.0,898.0,20230602,20230619,29.9,1058.8,68.3,37.0,20230713.0,0.843,0.4,19.445,20230605.0,7.356,20230620.0,46.2,sample,Aurand Run connection to P1,Aurand Run connection to P1,,sample,,,41.02342167,-83.69606333,543.0,1586.5,20.2667,735.6,261.3667,50.5,1.7638,1.6872,7.671,7.4342,357.95,662.5,2177.0,24.6,608.85,258.3,39.0,3.2655,1.699,14.342,7.264,52.9,A-P1,,,,,Spring,Crop_Season,Season_5
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03376,S03376,S03376,2023-05-18,20230801.0,458.0,1319.0,20230615,20230619,30.8,2173.1,220.2,115.0,20230714.0,0.2,0.4,10.273,20230615.0,7.54,20230615.0,82.7,sample,Aurand Run upstream,Aurand Run upstream,,sample,,,41.01940833,-83.68823833,581.75,2144.0,25.45,1334.35,152.725,66.0,0.2,1.5212,6.98,7.4963,474.35,458.0,1319.0,30.8,2173.1,220.2,115.0,0.2,0.4,10.273,7.54,82.7,A-Up,,,,,Spring,Crop_Season,Season_5
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00393,S00393,S00393,2022-06-28,20220930.0,867.0,2634.0,20220922,20221002,58.9,1490.2,38.8,28.0,20220726.0,0.2,1.505,7.036,20221004.0,7.494,20220712.0,524.0,sample,Aurand Run upstream,Aurand Run upstream,,sample,,Very thin sediment about 1-2 cm thick. We scooped a sample. ,41.01938711,-83.68823181,581.75,2144.0,25.45,1334.35,152.725,66.0,0.2,1.5212,6.98,7.4963,474.35,867.0,2634.0,58.9,1490.2,38.8,28.0,0.2,1.505,7.036,7.494,524.0,A-Up,,,,,Summer,Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03088,S03088,S03088,2022-10-25,20221215.0,544.0,2498.0,20221212,20230105,3.1,1499.4,10.9,81.0,20221222.0,0.2,0.4,7.258,20221214.0,7.5216,20221214.0,1183.0,sample,Aurand Run upstream,Aurand Run upstream,5 m downstream of bridge ,sample,,,41.01941833,-83.688185,581.75,2144.0,25.45,1334.35,152.725,66.0,0.2,1.5212,6.98,7.4963,474.35,501.0,2311.5,6.05,837.05,175.95,60.5,0.2,2.09,5.3055,7.4756,645.35,A-Up,,,,,Autumn,Non_Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03089,S03089,S03089,2022-10-25,20221215.0,458.0,2125.0,20221212,20230105,9.0,174.7,341.0,40.0,20221222.0,0.2,3.78,3.353,20221214.0,7.4296,20221214.0,107.7,sample,Aurand Run upstream,Aurand Run upstream,North bank of oxbow about 25 m NE of Aurand run,sample,,,41.01947667,-83.68829,581.75,2144.0,25.45,1334.35,152.725,66.0,0.2,1.5212,6.98,7.4963,474.35,501.0,2311.5,6.05,837.05,175.95,60.5,0.2,2.09,5.3055,7.4756,645.35,A-Up,,,,,Autumn,Non_Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220615_S00245,S00245,S00245,2022-06-15,20220628.0,1036.0,1900.0,20221006,20220819,44.4,236.0,63.61,64.0,20220705.0,0.793,0.4,8.851,20220720.0,6.8,20220629.0,36.2,sample,Wetland Pool 1,Wetland Pool 01,4 m south of south edge,sample,,,41.02384,-83.69629333,966.6316,1697.0,31.9684,398.8895,477.8958,62.7493,1.2375,1.2605,7.0919,6.9251,49.4264,1060.75,1870.0,33.9,445.775,60.455,82.0,0.488,0.6975,9.2592,6.7,37.85,P-01,6.0,14:1 to 35:1,770.0,353316.0,Summer,Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220615_S00246,S00246,S00246,2022-06-15,20220628.0,1282.0,2125.0,20221006,20220819,32.5,187.1,54.08,55.0,20220705.0,0.771,0.4,6.293,20220720.0,6.52,20220629.0,24.6,replicate,Wetland Pool 1,Wetland Pool 01,About 4 m south of south edge,replicate,,,41.02383167,-83.696345,966.6316,1697.0,31.9684,398.8895,477.8958,62.7493,1.2375,1.2605,7.0919,6.9251,49.4264,1060.75,1870.0,33.9,445.775,60.455,82.0,0.488,0.6975,9.2592,6.7,37.85,P-01,6.0,14:1 to 35:1,770.0,353316.0,Summer,Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220615_S00247,S00247,S00247,2022-06-15,20220628.0,871.0,1517.0,20221006,20220819,34.6,335.3,63.14,81.0,20220705.0,0.2,0.4,10.235,20220720.0,6.69,20220629.0,39.4,sample,Wetland Pool 1,Wetland Pool 01,Near south edge,sample,,,41.02390833,-83.69633167,966.6316,1697.0,31.9684,398.8895,477.8958,62.7493,1.2375,1.2605,7.0919,6.9251,49.4264,1060.75,1870.0,33.9,445.775,60.455,82.0,0.488,0.6975,9.2592,6.7,37.85,P-01,6.0,14:1 to 35:1,770.0,353316.0,Summer,Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220615_S00248,S00248,S00248,2022-06-15,20220628.0,1054.0,1938.0,20221006,20220819,24.1,1024.7,60.99,128.0,20220705.0,0.188,1.59,11.658,20220720.0,6.79,20220629.0,51.2,replicate,Wetland Pool 1,Wetland Pool 01,Near south edge,replicate,,,41.02393833,-83.69628167,966.6316,1697.0,31.9684,398.8895,477.8958,62.7493,1.2375,1.2605,7.0919,6.9251,49.4264,1060.75,1870.0,33.9,445.775,60.455,82.0,0.488,0.6975,9.2592,6.7,37.85,P-01,6.0,14:1 to 35:1,770.0,353316.0,Summer,Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03062,S03062,S03062,2022-10-25,20221214.0,536.0,796.0,20221212,20230105,27.7,1269.4,814.0,136.0,20221222.0,0.2,7.28,3.196,20221214.0,7.2824,20221214.0,176.7,sample,Wetland Pool 1,Wetland Pool 01,"Central, near sonde",sample,,,41.02416167,-83.69629167,966.6316,1697.0,31.9684,398.8895,477.8958,62.7493,1.2375,1.2605,7.0919,6.9251,49.4264,659.5,991.0,27.8,740.05,692.5,92.5,0.6015,4.1585,2.263,7.0248,96.795,P-01,6.0,14:1 to 35:1,770.0,353316.0,Autumn,Non_Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03315,S03315,S03315,2023-05-18,20230801.0,1008.0,2123.0,20230602,20230619,46.2,213.9,675.6,43.0,20230713.0,6.829,0.4,6.716,20230605.0,7.172,20230620.0,32.7,sample,Wetland Pool 1,Wetland Pool 01,9 m south of pool 1 typically dry area,sample,,,41.02385333,-83.69666833,966.6316,1697.0,31.9684,398.8895,477.8958,62.7493,1.2375,1.2605,7.0919,6.9251,49.4264,981.0,1891.5,42.55,336.5,699.05,56.0,4.278,0.4,8.242,7.034,45.75,P-01,6.0,14:1 to 35:1,770.0,353316.0,Spring,Crop_Season,Season_5
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00365,S00365,S00365,2022-06-28,20220928.0,469.0,359.0,20220922,20221002,7.8,64.3,163.7,15.0,20220726.0,0.2,0.423,6.125,20221004.0,7.0248,20220712.0,39.1,sample,Wetland Pool 1,Wetland Pool 01,SW cormner,sample,,,41.024005,-83.69676,966.6316,1697.0,31.9684,398.8895,477.8958,62.7493,1.2375,1.2605,7.0919,6.9251,49.4264,647.6667,1568.3333,21.4,447.9,369.7,46.3333,0.6337,0.653,6.6547,7.0861,35.7333,P-01,6.0,14:1 to 35:1,770.0,353316.0,Summer,Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210730_S00063,S00063,S00063,2021-07-30,20210806.0,1306.0,2542.0,20210809,20210825,45.3,233.0,598.0,36.0,,,,,,,,,sample ,Wetland Pool 1,Wetland Pool 01,20 ft from west side of Pool 1 ,sample ,This was a sample for pool 1 as well but taken 20 ft from the pool. Soil appeared more dry ,,41.024167,-83.696945,966.6316,1697.0,31.9684,398.8895,477.8958,62.7493,1.2375,1.2605,7.0919,6.9251,49.4264,1137.25,1794.5,27.925,334.25,545.5,53.25,,,,,,P-01,6.0,14:1 to 35:1,770.0,353316.0,Summer,Crop_Season,Season_1
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00368,S00368,S00368,2022-06-28,20220928.0,615.0,1964.0,20220922,20221002,42.9,604.6,687.4,70.0,20220726.0,0.163,0.4,12.033,20221004.0,7.0064,20220712.0,26.0,sample,Wetland Pool 1,Wetland Pool 01,NE corner,sample,,,41.02414994,-83.69582391,966.6316,1697.0,31.9684,398.8895,477.8958,62.7493,1.2375,1.2605,7.0919,6.9251,49.4264,647.6667,1568.3333,21.4,447.9,369.7,46.3333,0.6337,0.653,6.6547,7.0861,35.7333,P-01,6.0,14:1 to 35:1,770.0,353316.0,Summer,Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_D00016,D00016,A-20210527-21-02D,2021-05-27,20210615.0,994.0,1655.0,20210728,20210813,52.6,292.0,735.0,47.90727342,,,,,,,,,sample,Wetland Pool 1,Wetland Pool 01,Pool ,sample,"Soil on the south side of P-1 was more clay like in appearance and was easier to walk on. The sample was taken slightly west of inlet to Aurand run, which was not flowing into P-1 at the moment.",,41.0239,-83.6963,966.6316,1697.0,31.9684,398.8895,477.8958,62.7493,1.2375,1.2605,7.0919,6.9251,49.4264,1087.5,1778.75,38.8,240.5,691.0,53.8094,,,,,,P-01,6.0,14:1 to 35:1,770.0,353316.0,Spring,Crop_Season,Season_1
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03064,S03064,S03064,2022-10-25,20221214.0,783.0,1186.0,20221212,20230105,27.9,210.7,571.0,49.0,20221222.0,1.003,1.037,1.33,20221214.0,6.7672,20221214.0,16.89,sample,Wetland Pool 1,Wetland Pool 01,~100 m east from center of pool 1,sample,,,41.02396833,-83.69535833,966.6316,1697.0,31.9684,398.8895,477.8958,62.7493,1.2375,1.2605,7.0919,6.9251,49.4264,659.5,991.0,27.8,740.05,692.5,92.5,0.6015,4.1585,2.263,7.0248,96.795,P-01,6.0,14:1 to 35:1,770.0,353316.0,Autumn,Non_Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_D00015,D00015,A-20210527-21-01D,2021-05-27,20210615.0,1233.0,1694.0,20210728,20210813,29.3,230.0,720.0,66.12022093,,,,,,,,,sample,Wetland Pool 1,Wetland Pool 01,Pool ,sample,Samples taken on west side of P-1. On the west side of the pool there was a dry island where the soil sample was taken. All around the island the soil was much more moist.,,41.0243,-83.6968,966.6316,1697.0,31.9684,398.8895,477.8958,62.7493,1.2375,1.2605,7.0919,6.9251,49.4264,1087.5,1778.75,38.8,240.5,691.0,53.8094,,,,,,P-01,6.0,14:1 to 35:1,770.0,353316.0,Spring,Crop_Season,Season_1
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03314,S03314,S03314,2023-05-18,20230801.0,954.0,1660.0,20230602,20230619,38.9,459.1,722.5,69.0,20230713.0,1.727,0.4,9.768,20230605.0,6.896,20230620.0,58.8,sample,Wetland Pool 1,Wetland Pool 01,South edge near sonde ,sample,,,41.02401667,-83.696545,966.6316,1697.0,31.9684,398.8895,477.8958,62.7493,1.2375,1.2605,7.0919,6.9251,49.4264,981.0,1891.5,42.55,336.5,699.05,56.0,4.278,0.4,8.242,7.034,45.75,P-01,6.0,14:1 to 35:1,770.0,353316.0,Spring,Crop_Season,Season_5
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210730_S00062,S00062,S00062,2021-07-30,20210806.0,816.0,1814.0,20210809,20210825,34.2,295.0,632.0,55.0,,,,,,,,,sample ,Wetland Pool 1,Wetland Pool 01,10 ft from west edge of pool 1 ,sample ,This was the first soil sample taken 10 ft from edge of pool 1 on the west side. Seemed to be relatively moist. Lots of vegetation in this area. ,,41.024167,-83.696667,966.6316,1697.0,31.9684,398.8895,477.8958,62.7493,1.2375,1.2605,7.0919,6.9251,49.4264,1137.25,1794.5,27.925,334.25,545.5,53.25,,,,,,P-01,6.0,14:1 to 35:1,770.0,353316.0,Summer,Crop_Season,Season_1
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00366,S00366,S00366,2022-06-28,20220928.0,859.0,2382.0,20220922,20221002,13.5,674.8,258.0,54.0,20220726.0,1.538,1.136,1.806,20221004.0,7.2272,20220712.0,42.1,sample,Wetland Pool 1,Wetland Pool 01,About 4 m south of pool,sample,,Dry area,41.02389667,-83.69678167,966.6316,1697.0,31.9684,398.8895,477.8958,62.7493,1.2375,1.2605,7.0919,6.9251,49.4264,647.6667,1568.3333,21.4,447.9,369.7,46.3333,0.6337,0.653,6.6547,7.0861,35.7333,P-01,6.0,14:1 to 35:1,770.0,353316.0,Summer,Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_S00039,S00039,A-20210527-21-01S,2021-05-27,20210615.0,1128.0,1871.0,20210728,20210813,23.7,198.0,640.0,60.65727927,,,,,,,,,sample,Wetland Pool 1,Wetland Pool 01,Soil near pool ,sample,"Sample was taken on the west side of P-1, directly east of the soil island, about 10 feet into the pool.",,41.0243,-83.6968,966.6316,1697.0,31.9684,398.8895,477.8958,62.7493,1.2375,1.2605,7.0919,6.9251,49.4264,1087.5,1778.75,38.8,240.5,691.0,53.8094,,,,,,P-01,6.0,14:1 to 35:1,770.0,353316.0,Spring,Crop_Season,Season_1
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_S00040,S00040,A-20210527-21-02S,2021-05-27,20210615.0,995.0,1895.0,20210728,20210813,49.6,242.0,669.0,40.55286679,,,,,,,,,sample,Wetland Pool 1,Wetland Pool 01,Soil near pool ,sample,,,41.0239,-83.6963,966.6316,1697.0,31.9684,398.8895,477.8958,62.7493,1.2375,1.2605,7.0919,6.9251,49.4264,1087.5,1778.75,38.8,240.5,691.0,53.8094,,,,,,P-01,6.0,14:1 to 35:1,770.0,353316.0,Spring,Crop_Season,Season_1
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210730_D00032,D00032,D00032,2021-07-30,20210806.0,587.0,1319.0,20210809,20210825,24.0,637.0,778.0,101.0,,,,,,,,,sample ,Wetland Pool 1,Wetland Pool 01,"West end, 3 ft from edge of west side ",sample ,"There’s an apparent soil horizon. There’s a shallow layer of dark colored sediment above a brown colored layer underneath. The top 1 cm is almost black, probably from organic matter that decayed. ",,41.024167,-83.696667,966.6316,1697.0,31.9684,398.8895,477.8958,62.7493,1.2375,1.2605,7.0919,6.9251,49.4264,1137.25,1794.5,27.925,334.25,545.5,53.25,,,,,,P-01,6.0,14:1 to 35:1,770.0,353316.0,Summer,Crop_Season,Season_1
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210730_D00034,D00034,D00034,2021-07-30,20210806.0,1840.0,1503.0,20210809,20210825,8.2,172.0,174.0,21.0,,,,,,,,,sample,Wetland Pool 1,Wetland Pool 01,"We are on the east side, 290 degrees west from the center ",sample,Vegetation was grown into the pool so it is a very undefined edge. The samples were taken directly inside the end of the vegetation. ,,41.024167,-83.695833,966.6316,1697.0,31.9684,398.8895,477.8958,62.7493,1.2375,1.2605,7.0919,6.9251,49.4264,1137.25,1794.5,27.925,334.25,545.5,53.25,,,,,,P-01,6.0,14:1 to 35:1,770.0,353316.0,Summer,Crop_Season,Season_1
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03065,S03065,S03065,2022-10-25,20221214.0,898.0,1806.0,20221212,20230105,33.7,540.9,660.9,72.0,20221222.0,0.458,0.646,2.407,20221214.0,6.0864,20221214.0,22.5,sample,Wetland Pool 2,Wetland Pool 02,East edge,sample,,,41.02401667,-83.69453667,774.2222,1545.1111,28.1222,331.0111,649.9889,64.7527,0.9197,1.6923,5.7863,6.1201,23.8133,898.0,1806.0,33.7,540.9,660.9,72.0,0.458,0.646,2.407,6.0864,22.5,P-02,0.5,10:1,774.8,7383.0,Autumn,Non_Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03375,S03375,S03375,2023-05-18,20230801.0,660.0,832.0,20230615,20230619,24.3,441.8,940.7,108.0,20230714.0,2.155,1.232,8.31,20230615.0,6.252,20230615.0,27.2,sample,Wetland Pool 2,Wetland Pool 02,East edge,sample,,,41.02406167,-83.69428833,774.2222,1545.1111,28.1222,331.0111,649.9889,64.7527,0.9197,1.6923,5.7863,6.1201,23.8133,660.0,832.0,24.3,441.8,940.7,108.0,2.155,1.232,8.31,6.252,27.2,P-02,0.5,10:1,774.8,7383.0,Spring,Crop_Season,Season_5
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_D00019,D00019,A-20210527-21-05D,2021-05-27,20210615.0,1003.0,2250.0,20210728,20210813,59.3,382.0,847.0,59.14118073,,,,,,,,,sample,Wetland Pool 2,Wetland Pool 02,Pool ,sample,Pool was full with water,,41.0239,-83.6946,774.2222,1545.1111,28.1222,331.0111,649.9889,64.7527,0.9197,1.6923,5.7863,6.1201,23.8133,848.75,1711.75,35.75,309.75,788.5,71.9435,,,,,,P-02,0.5,10:1,774.8,7383.0,Spring,Crop_Season,Season_1
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210730_D00035,D00035,D00035,2021-07-30,20210806.0,622.0,1214.0,20210809,20210825,8.1,119.0,267.0,29.0,,,,,,,,,sample ,Wetland Pool 2,Wetland Pool 02,3 ft from where water starts and 75 degrees East from what appears to be the center ,sample ,Southwest side ,,41.024167,-83.695,774.2222,1545.1111,28.1222,331.0111,649.9889,64.7527,0.9197,1.6923,5.7863,6.1201,23.8133,612.0,1251.5,7.15,100.0,258.5,28.0,,,,,,P-02,0.5,10:1,774.8,7383.0,Summer,Crop_Season,Season_1
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_S00043,S00043,A-20210527-21-05S,2021-05-27,20210615.0,1068.0,1963.0,20210728,20210813,37.9,244.0,574.0,41.43447223,,,,,,,,,sample,Wetland Pool 2,Wetland Pool 02,Soil near pool ,sample,Soil was more dry around the oustide of the pool,,41.0239,-83.6946,774.2222,1545.1111,28.1222,331.0111,649.9889,64.7527,0.9197,1.6923,5.7863,6.1201,23.8133,848.75,1711.75,35.75,309.75,788.5,71.9435,,,,,,P-02,0.5,10:1,774.8,7383.0,Spring,Crop_Season,Season_1
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_S00044,S00044,A-20210527-21-06S,2021-05-27,20210615.0,562.0,1116.0,20210728,20210813,10.7,255.0,850.0,100.9850532,,,,,,,,,sample,Wetland Pool 2,Wetland Pool 02,Soil near pool ,sample,Soil was more dry around the oustide of the pool,,41.0239,-83.6946,774.2222,1545.1111,28.1222,331.0111,649.9889,64.7527,0.9197,1.6923,5.7863,6.1201,23.8133,848.75,1711.75,35.75,309.75,788.5,71.9435,,,,,,P-02,0.5,10:1,774.8,7383.0,Spring,Crop_Season,Season_1
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210730_S00066,S00066,S00066,2021-07-30,20210806.0,602.0,1289.0,20210809,20210825,6.2,81.0,250.0,27.0,,,,,,,,,sample ,Wetland Pool 2,Wetland Pool 02,3 ft from where water starts and 75 degrees East from what appears to be the center ,sample ,"The boundary of the pool is not well defined, the pool has vegetation growing in all areas that are shallow enough, soil sample was taken 3 ft from where water stopped on the southwest corner ",,41.024167,-83.695,774.2222,1545.1111,28.1222,331.0111,649.9889,64.7527,0.9197,1.6923,5.7863,6.1201,23.8133,612.0,1251.5,7.15,100.0,258.5,28.0,,,,,,P-02,0.5,10:1,774.8,7383.0,Summer,Crop_Season,Season_1
